poem_id,word,manual_lemma,predicted_lemma,method,exact_match,is_dialectal,is_identity_fallback,verse,place_name,year
skvr02105350,moalla,maa,moa,omorfi_contextual,NO,NO,NO,"Toisin moalla vierahalla,",Repola,1909
skvr02105350,vierahalla,vieras,vieras,omorfi_contextual,YES,NO,NO,"Toisin moalla vierahalla,",Repola,1909
skvr02105350,ei,ei,ei,v16_lexicon_tier1,YES,NO,NO,"Ei ole kuin emoses koissa,",Repola,1909
skvr02105350,ole,olla,olla,v16_lexicon_tier1,YES,NO,NO,"Ei ole kuin emoses koissa,",Repola,1909
skvr02105350,kuin,kuin,kuin,omorfi_contextual,YES,NO,NO,"Ei ole kuin emoses koissa,",Repola,1909
skvr02105350,emoses,emo,emonen,omorfi_contextual,NO,NO,NO,"Ei ole kuin emoses koissa,",Repola,1909
skvr02105350,koissa,koti,koi,omorfi_contextual,NO,NO,NO,"Ei ole kuin emoses koissa,",Repola,1909
skvr02105350,ei,ei,ei,v16_lexicon_tier1,YES,NO,NO,Ei ku toaton armoloissa.,Repola,1909
skvr02105350,ku,kuin,ku,omorfi_contextual,NO,NO,NO,Ei ku toaton armoloissa.,Repola,1909
skvr02105350,toaton,taatto,tola,voikko_omorfi,NO,NO,NO,Ei ku toaton armoloissa.,Repola,1909
skvr02105350,armoloissa,armo,armo,omorfi_contextual,YES,NO,NO,Ei ku toaton armoloissa.,Repola,1909
skvr02105350,morsio,morsian,morsio,omorfi_contextual,NO,NO,NO,"20 Morsio, sisorisen',",Repola,1909
skvr02105350,sisorisen,sisar,sisar,fuzzy_lexicon_morphological,YES,NO,NO,"20 Morsio, sisorisen',",Repola,1909
skvr02105350,piä,pitää,piä,omorfi_contextual,NO,NO,NO,"Piä lusikkas' luvulla,",Repola,1909
skvr02105350,lusikkas,lusikka,lusikka,voikko_omorfi,YES,NO,NO,"Piä lusikkas' luvulla,",Repola,1909
skvr02105350,luvulla,luku,luku,omorfi_contextual,YES,NO,NO,"Piä lusikkas' luvulla,",Repola,1909
skvr02105350,astiaset,astiaa,astia,voikko_omorfi,NO,NO,NO,Astiaset arveluksella!,Repola,1909
skvr02105350,arveluksella,arvelu,arvelu,voikko_omorfi,YES,NO,NO,Astiaset arveluksella!,Repola,1909
skvr02106040,oravaine,orava,ora,omorfi_contextual,NO,NO,NO,"Oravaine, teräväine,",Porajärvi,1884
skvr02106040,teräväine,terävä,terävä,voikko_omorfi,YES,NO,NO,"Oravaine, teräväine,",Porajärvi,1884
skvr02106040,läkkä,lähteä,lähteä,v16_lexicon_tier1,YES,NO,NO,Läkkä puuta puremah!,Porajärvi,1884
skvr02106040,puuta,puu,puu,omorfi_contextual,YES,NO,NO,Läkkä puuta puremah!,Porajärvi,1884
skvr02106040,puremah,purra,purema,voikko_omorfi,NO,NO,NO,Läkkä puuta puremah!,Porajärvi,1884
skvr02106040,a,a,a,v16_lexicon_tier1,YES,NO,NO,"A kui puu puroo,",Porajärvi,1884
skvr02106040,kui,kuin,kuinka,v16_lexicon_tier1,NO,NO,NO,"A kui puu puroo,",Porajärvi,1884
skvr02106040,puu,puu,puu,v16_lexicon_tier1,YES,NO,NO,"A kui puu puroo,",Porajärvi,1884
skvr02106040,puroo,purra,puro,voikko_omorfi,NO,NO,NO,"A kui puu puroo,",Porajärvi,1884
skvr02106040,mistä,mikä,mistä,v16_lexicon_tier1,NO,NO,NO,"Mistä, kusta zelloa?",Porajärvi,1884
skvr02106040,kusta,kusta,kusta,omorfi_contextual,YES,NO,NO,"Mistä, kusta zelloa?",Porajärvi,1884
skvr02106040,zelloa,selja,sello,voikko_omorfi,NO,NO,NO,"Mistä, kusta zelloa?",Porajärvi,1884
skvr02106040,vanhan,vanha,vanha,v16_lexicon_tier1,YES,NO,NO,"5 Vanhan akan vakkasesta,",Porajärvi,1884
skvr02106040,akan,akka,akka,omorfi_contextual,YES,NO,NO,"5 Vanhan akan vakkasesta,",Porajärvi,1884
skvr02106040,vakkasesta,vakka,vakkanen,omorfi_contextual,NO,NO,NO,"5 Vanhan akan vakkasesta,",Porajärvi,1884
skvr02106040,nuoren,nuori,nuori,v16_lexicon_tier1,YES,NO,NO,"Nuoren neitsoon[!] nännisestä,",Porajärvi,1884
skvr02106040,neitsoon,neitsyt,neito,voikko_omorfi,NO,NO,NO,"Nuoren neitsoon[!] nännisestä,",Porajärvi,1884
skvr02106040,nännisestä,nänni,nänni,voikko_omorfi,YES,NO,NO,"Nuoren neitsoon[!] nännisestä,",Porajärvi,1884
skvr02106040,pienen,pieni,pieni,omorfi_contextual,YES,NO,NO,Pienen lapsen pikkusesta.,Porajärvi,1884
skvr02106040,lapsen,lapsi,lapsi,omorfi_contextual,YES,NO,NO,Pienen lapsen pikkusesta.,Porajärvi,1884
skvr02106040,pikkusesta,pikkuinen,pikkunen,omorfi_contextual,NO,NO,NO,Pienen lapsen pikkusesta.,Porajärvi,1884
skvr04146910,last,lapsi,lasta,voikko_omorfi,NO,NO,NO,Last avitakka jumala.,Kattila,1877
skvr04146910,avitakka,avittaa,avi,omorfi_contextual,NO,NO,NO,Last avitakka jumala.,Kattila,1877
skvr04146910,jumala,Jumala,jumala,v16_lexicon_tier1,YES,NO,NO,Last avitakka jumala.,Kattila,1877
skvr04146910,avitakka,avittaa,avi,omorfi_contextual,NO,NO,NO,Avitakka armolliine!,Kattila,1877
skvr04146910,armolliine,armollinen,armollinen,voikko_omorfi,YES,NO,NO,Avitakka armolliine!,Kattila,1877
skvr04146910,laka,laskea,lakka,voikko_omorfi,NO,NO,NO,"Laka ciuzën cihlagoa,",Kattila,1877
skvr04146910,ciuzen,kiusata,kuusi,fuzzy_lexicon_morphological,NO,NO,NO,"Laka ciuzën cihlagoa,",Kattila,1877
skvr04146910,cihlagoa,tšihlago,hako,fuzzy_lexicon_morphological,NO,NO,NO,"Laka ciuzën cihlagoa,",Kattila,1877
skvr04146910,ciuzen,kiusata,kuusi,fuzzy_lexicon_morphological,NO,NO,NO,Ciuzën cihlago mäciä.,Kattila,1877
skvr04146910,cihlago,tšihlago,kuli,fuzzy_lexicon_morphological,NO,NO,NO,Ciuzën cihlago mäciä.,Kattila,1877
skvr04146910,mäciä,mäki,mäki,voikko_omorfi,YES,NO,NO,Ciuzën cihlago mäciä.,Kattila,1877
skvr04146910,leepko,olla,lienee,fuzzy_lexicon_morphological,NO,NO,NO,"Leepko liukõa lipëa,",Kattila,1877
skvr04146910,liukoa,liukua,liuota,omorfi_contextual,NO,NO,NO,"Leepko liukõa lipëa,",Kattila,1877
skvr04146910,lipea,lipeä,lipeä,voikko_omorfi,YES,NO,NO,"Leepko liukõa lipëa,",Kattila,1877
skvr04146910,lepko,olla,lepo,voikko_omorfi,NO,NO,NO,5 Lepko laskëa lakëa,Kattila,1877
skvr04146910,laskea,laskea,laskea,omorfi_contextual,YES,NO,NO,5 Lepko laskëa lakëa,Kattila,1877
skvr04146910,lakea,lakea,lakea,omorfi_contextual,YES,NO,NO,5 Lepko laskëa lakëa,Kattila,1877
skvr04146910,lipeata,lipeä,lipeä,voikko_omorfi,YES,NO,NO,Lipëata lidna tietä,Kattila,1877
skvr04146910,lidna,linna,liittää,fuzzy_lexicon_morphological,NO,NO,NO,Lipëata lidna tietä,Kattila,1877
skvr04146910,tietä,tie,tie,v16_lexicon_tier1,YES,NO,NO,Lipëata lidna tietä,Kattila,1877
skvr04146910,kareata,karhea,karata,voikko_omorfi,NO,NO,NO,"Karëata kaivo tieta,",Kattila,1877
skvr04146910,kaivo,kaivo,kaivo,v16_lexicon_tier1,YES,NO,NO,"Karëata kaivo tieta,",Kattila,1877
skvr04146910,tieta,tieta,tieto,voikko_omorfi,NO,NO,NO,"Karëata kaivo tieta,",Kattila,1877
skvr04146910,terässissä,teräs,teräs,voikko_omorfi,YES,NO,NO,Terässissä teetä myö,Kattila,1877
skvr04146910,teetä,tie,tee,omorfi_contextual,NO,NO,NO,Terässissä teetä myö,Kattila,1877
skvr04146910,myö,myöten,me,v16_lexicon_tier1,NO,NO,NO,Terässissä teetä myö,Kattila,1877
skvr04146910,ravvoissa,rauta,rapa,voikko_omorfi,NO,NO,NO,Ravvoissa rajuit myö,Kattila,1877
skvr04146910,rajuit,raja,raju,voikko_omorfi,NO,NO,NO,Ravvoissa rajuit myö,Kattila,1877
skvr04146910,myö,myöten,me,v16_lexicon_tier1,NO,NO,NO,Ravvoissa rajuit myö,Kattila,1877
skvr04146910,kulleissa,kulta,kulli,omorfi_contextual,NO,NO,NO,"*Kulle(i)ssa kujeit myö,",Kattila,1877
skvr04146910,kujeit,kuja,kuje,voikko_omorfi,NO,NO,NO,"*Kulle(i)ssa kujeit myö,",Kattila,1877
skvr04146910,myö,myöten,me,v16_lexicon_tier1,NO,NO,NO,"*Kulle(i)ssa kujeit myö,",Kattila,1877
skvr04146910,opeissa,hopea,oppi,omorfi_contextual,NO,NO,NO,10 Õpeissa ertta möö*.,Kattila,1877
skvr04146910,ertta,orsi?,hertta,voikko_omorfi,NO,NO,NO,10 Õpeissa ertta möö*.,Kattila,1877
skvr04146910,möö,myöten,möö,omorfi_contextual,NO,NO,NO,10 Õpeissa ertta möö*.,Kattila,1877
skvr04146910,sem,se,se,voikko_omorfi,YES,NO,NO,"Sem miä peeni petteline,",Kattila,1877
skvr04146910,miä,minä,minä,v16_lexicon_tier1,YES,NO,NO,"Sem miä peeni petteline,",Kattila,1877
skvr04146910,peeni,pieni,pee,omorfi_contextual,NO,NO,NO,"Sem miä peeni petteline,",Kattila,1877
skvr04146910,petteline,pettää,peti,voikko_omorfi,NO,NO,NO,"Sem miä peeni petteline,",Kattila,1877
skvr04146910,matala,matala,matala,omorfi_contextual,YES,NO,NO,"Matala manitteline,",Kattila,1877
skvr04146910,manitteline,maanitella,matti,voikko_omorfi,NO,NO,NO,"Matala manitteline,",Kattila,1877
skvr04146910,ep,ei,p,voikko_omorfi,NO,NO,NO,"Ep kulta kujële panna,",Kattila,1877
skvr04146910,kulta,kulta,kulta,v16_lexicon_tier1,YES,NO,NO,"Ep kulta kujële panna,",Kattila,1877
skvr04146910,kujele,kuja,kujeilla,voikko_omorfi,NO,NO,NO,"Ep kulta kujële panna,",Kattila,1877
skvr04146910,panna,panna,panna,v16_lexicon_tier1,YES,NO,NO,"Ep kulta kujële panna,",Kattila,1877
skvr04146910,eb,ei,b,voikko_omorfi,NO,NO,NO,"Eb õbëata ertee panna,",Kattila,1877
skvr04146910,obeata,hopea,ottaa,fuzzy_lexicon_morphological,NO,NO,NO,"Eb õbëata ertee panna,",Kattila,1877
skvr04146910,ertee,orsi?,ei,fuzzy_lexicon_morphological,NO,NO,NO,"Eb õbëata ertee panna,",Kattila,1877
skvr04146910,panna,panna,panna,v16_lexicon_tier1,YES,NO,NO,"Eb õbëata ertee panna,",Kattila,1877
skvr04146910,ep,ei,p,voikko_omorfi,NO,NO,NO,"15 Ep terässä teele panna,",Kattila,1877
skvr04146910,terässä,teräs,terä,omorfi_contextual,NO,NO,NO,"15 Ep terässä teele panna,",Kattila,1877
skvr04146910,teele,tie,tekele,voikko_omorfi,NO,NO,NO,"15 Ep terässä teele panna,",Kattila,1877
skvr04146910,panna,panna,panna,v16_lexicon_tier1,YES,NO,NO,"15 Ep terässä teele panna,",Kattila,1877
skvr04146910,eb,ei,b,voikko_omorfi,NO,NO,NO,rautaa rajuelle rad'oa,Kattila,1877
skvr04146910,rautaa,rauta,rauta,omorfi_contextual,YES,NO,NO,Eb: rautaa rajuelle rad'oa,Kattila,1877
skvr04146910,rajuelle,raja,raju,voikko_omorfi,NO,NO,NO,Eb: rautaa rajuelle rad'oa,Kattila,1877
skvr04146910,radoa,radoa,ruttaa,fuzzy_lexicon_morphological,NO,NO,NO,Eb: rautaa rajuelle rad'oa,Kattila,1877
skvr04146910,teräs,teräs,teräs,v16_lexicon_tier1,YES,NO,NO,"Teräs cirveje terisse,",Kattila,1877
skvr04146910,cirveje,kirves,kirves,fuzzy_lexicon_morphological,YES,NO,NO,"Teräs cirveje terisse,",Kattila,1877
skvr04146910,terisse,terä,täristä,voikko_omorfi,NO,NO,NO,"Teräs cirveje terisse,",Kattila,1877
skvr04146910,rauta,rauta,rauta,omorfi_contextual,YES,NO,NO,"Rauta talo tarpeesse,",Kattila,1877
skvr04146910,talo,talo,talo,v16_lexicon_tier1,YES,NO,NO,"Rauta talo tarpeesse,",Kattila,1877
skvr04146910,tarpeesse,tarve,tarve,voikko_omorfi,YES,NO,NO,"Rauta talo tarpeesse,",Kattila,1877
skvr04146910,opea,hopea,ope,omorfi_contextual,NO,NO,NO,Õpëa dengasse üvässe!,Kattila,1877
skvr04146910,dengasse,denga,tenho,fuzzy_lexicon_morphological,NO,NO,NO,Õpëa dengasse üvässe!,Kattila,1877
skvr04146910,uvässe,hyvä,hyvä,fuzzy_lexicon_morphological,YES,NO,NO,Õpëa dengasse üvässe!,Kattila,1877
skvr04146910,liuku,liukua,liuku,omorfi_contextual,NO,NO,NO,"20 Liuku laske õkka,",Kattila,1877
skvr04146910,okka,okas?,okka,omorfi_contextual,NO,NO,NO,"20 Liuku laske õkka,",Kattila,1877
skvr04146910,laske,laske,laskea,omorfi_contextual,NO,NO,NO,"20 Liuku laske õkka,",Kattila,1877
skvr04146910,okka,okas?,okka,omorfi_contextual,NO,NO,NO,"20 Liuku laske õkka,",Kattila,1877
skvr04146910,liuka,liukua,liukas,voikko_omorfi,NO,NO,NO,"Liuka lassu laitiaine,",Kattila,1877
skvr04146910,lassu,lasku,lasso,voikko_omorfi,NO,NO,NO,"Liuka lassu laitiaine,",Kattila,1877
skvr04146910,laitiaine,laitiaine,laite,voikko_omorfi,NO,NO,NO,"Liuka lassu laitiaine,",Kattila,1877
skvr04146910,leppäne,leppäne,leppä,voikko_omorfi,NO,NO,NO,Leppäne ledenitsan,Kattila,1877
skvr04146910,ledenitsan,ledenitsa,lentta,fuzzy_lexicon_aggressive,NO,NO,NO,Leppäne ledenitsan,Kattila,1877
skvr04146910,sarnippuine,saarnipuinen,sanoa,fuzzy_lexicon_aggressive,NO,NO,NO,Sarnippuine saanikkoine.,Kattila,1877
skvr04146910,saanikkoine,saanikkoine,sika,voikko_omorfi,NO,NO,NO,Sarnippuine saanikkoine.,Kattila,1877
skvr05218500,mihi,mikä,mihin,voikko_omorfi,NO,NO,NO,"""Mihi hiironen männöö",Vuole,1894
skvr05218500,hiironen,hiiri,hiironen,omorfi_contextual,NO,NO,NO,"""Mihi hiironen männöö",Vuole,1894
skvr05218500,männöö,mennä,mennä,fuzzy_lexicon_morphological,YES,NO,NO,"""Mihi hiironen männöö",Vuole,1894
skvr05218500,pieni,pieni,pieni,v16_lexicon_tier1,YES,NO,NO,"Pieni kelkkanen perässä,",Vuole,1894
skvr05218500,kelkkanen,kelkkanen,kelkka,voikko_omorfi,NO,NO,NO,"Pieni kelkkanen perässä,",Vuole,1894
skvr05218500,perässä,perässä,perä,v16_lexicon_tier1,NO,NO,NO,"Pieni kelkkanen perässä,",Vuole,1894
skvr05218500,pieni,pieni,pieni,v16_lexicon_tier1,YES,NO,NO,"Pieni kirves kelkkasessa?""",Vuole,1894
skvr05218500,kirves,kirves,kirves,v16_lexicon_tier1,YES,NO,NO,"Pieni kirves kelkkasessa?""",Vuole,1894
skvr05218500,kelkkasessa,kelkkanen,kilta,fuzzy_lexicon_aggressive,NO,NO,NO,"Pieni kirves kelkkasessa?""",Vuole,1894
skvr05218500,lähen,lähteä,lähteä,v16_lexicon_tier1,YES,NO,NO,"""Lähen puita puurtamoa,",Vuole,1894
skvr05218500,puita,puu,puu,v16_lexicon_tier1,YES,NO,NO,"""Lähen puita puurtamoa,",Vuole,1894
skvr05218500,puurtamoa,puurtaa,puurtaa,voikko_omorfi,YES,NO,NO,"""Lähen puita puurtamoa,",Vuole,1894
skvr05218500,kasen,kaski,kaski,v16_lexicon_tier1,YES,NO,NO,"5 Kasen maita karsimoaa.""",Vuole,1894
skvr05218500,maita,maa,maa,omorfi_contextual,YES,NO,NO,"5 Kasen maita karsimoaa.""",Vuole,1894
skvr05218500,karsimoaa,karsia,karsi,omorfi_contextual,NO,NO,NO,"5 Kasen maita karsimoaa.""",Vuole,1894
skvr05218500,a,a,a,v16_lexicon_tier1,YES,NO,NO,"""A k' se puu peälleis koatuu?"" -",Vuole,1894
skvr05218500,k,kun,k,omorfi_contextual,NO,NO,NO,"""A k' se puu peälleis koatuu?"" -",Vuole,1894
skvr05218500,se,se,se,v16_lexicon_tier1,YES,NO,NO,"""A k' se puu peälleis koatuu?"" -",Vuole,1894
skvr05218500,puu,puu,puu,v16_lexicon_tier1,YES,NO,NO,"""A k' se puu peälleis koatuu?"" -",Vuole,1894
skvr05218500,peälleis,päällä,päällä,fuzzy_lexicon_morphological,YES,NO,NO,"""A k' se puu peälleis koatuu?"" -",Vuole,1894
skvr05218500,koatuu,kaatua,kaatua,voikko_omorfi,YES,NO,NO,"""A k' se puu peälleis koatuu?"" -",Vuole,1894
skvr05218500,mie,minä,minä,v16_lexicon_tier1,YES,NO,NO,"""Mie vaa juoksen juuren all'.""",Vuole,1894
skvr05218500,vaa,vaan,vaa,omorfi_contextual,NO,NO,NO,"""Mie vaa juoksen juuren all'.""",Vuole,1894
skvr05218500,juoksen,juosta,juosta,omorfi_contextual,YES,NO,NO,"""Mie vaa juoksen juuren all'.""",Vuole,1894
skvr05218500,juuren,juuren,juuri,omorfi_contextual,NO,NO,NO,"""Mie vaa juoksen juuren all'.""",Vuole,1894
skvr05218500,all,alla,all,omorfi_contextual,NO,NO,NO,"""Mie vaa juoksen juuren all'.""",Vuole,1894
skvr05218500,a,a,a,v16_lexicon_tier1,YES,NO,NO,"""A k' siun nälkä näppäsyöö?"" -",Vuole,1894
skvr05218500,k,kun,k,omorfi_contextual,NO,NO,NO,"""A k' siun nälkä näppäsyöö?"" -",Vuole,1894
skvr05218500,siun,sinä,sie,omorfi_contextual,NO,NO,NO,"""A k' siun nälkä näppäsyöö?"" -",Vuole,1894
skvr05218500,nälkä,nälkä,nälkä,omorfi_contextual,YES,NO,NO,"""A k' siun nälkä näppäsyöö?"" -",Vuole,1894
skvr05218500,näppäsyöö,näppästä,näppiä,fuzzy_lexicon_aggressive,NO,NO,NO,"""A k' siun nälkä näppäsyöö?"" -",Vuole,1894
skvr05218500,mie,minä,minä,v16_lexicon_tier1,YES,NO,NO,"""Mie purasen koivukuorta,",Vuole,1894
skvr05218500,purasen,puraista,pursi,fuzzy_lexicon_morphological,NO,NO,NO,"""Mie purasen koivukuorta,",Vuole,1894
skvr05218500,koivukuorta,koivu & kuori,koivut,omorfi_contextual,NO,NO,NO,"""Mie purasen koivukuorta,",Vuole,1894
skvr05218500,sekä,sekä,sekä,v16_lexicon_tier1,YES,NO,NO,"10 Sekä haukkaan hoaavankuorta.""",Vuole,1894
skvr05218500,haukkaan,haukata,haukata,omorfi_contextual,YES,NO,NO,"10 Sekä haukkaan hoaavankuorta.""",Vuole,1894
skvr05218500,hoaavankuorta,haapa & kuori,haapa,voikko_omorfi,NO,NO,NO,"10 Sekä haukkaan hoaavankuorta.""",Vuole,1894
skvr05218500,a,a,a,v16_lexicon_tier1,YES,NO,NO,"""A k' siun vatsais poaaristuu?"" -",Vuole,1894
skvr05218500,k,kun,k,omorfi_contextual,NO,NO,NO,"""A k' siun vatsais poaaristuu?"" -",Vuole,1894
skvr05218500,siun,sinä,sie,omorfi_contextual,NO,NO,NO,"""A k' siun vatsais poaaristuu?"" -",Vuole,1894
skvr05218500,vatsais,vatsa,vatsa,voikko_omorfi,YES,NO,NO,"""A k' siun vatsais poaaristuu?"" -",Vuole,1894
skvr05218500,poaaristuu,paaristua,paisua,fuzzy_lexicon_aggressive,NO,NO,NO,"""A k' siun vatsais poaaristuu?"" -",Vuole,1894
skvr05218500,mie,minä,minä,v16_lexicon_tier1,YES,NO,NO,"""Mie vaa pistän nieklasell'.""",Vuole,1894
skvr05218500,vaa,vaa,vaa,omorfi_contextual,YES,NO,NO,"""Mie vaa pistän nieklasell'.""",Vuole,1894
skvr05218500,pistän,pistää,pistää,omorfi_contextual,YES,NO,NO,"""Mie vaa pistän nieklasell'.""",Vuole,1894
skvr05218500,nieklasell,neulanen,koski,fuzzy_lexicon_aggressive,NO,NO,NO,"""Mie vaa pistän nieklasell'.""",Vuole,1894
skvr05218500,a,a,a,v16_lexicon_tier1,YES,NO,NO,"""A k' se verta vuotasuoo?"" -",Vuole,1894
skvr05218500,k,kun,k,omorfi_contextual,NO,NO,NO,"""A k' se verta vuotasuoo?"" -",Vuole,1894
skvr05218500,se,se,se,v16_lexicon_tier1,YES,NO,NO,"""A k' se verta vuotasuoo?"" -",Vuole,1894
skvr05218500,verta,veri,veri,v16_lexicon_tier1,YES,NO,NO,"""A k' se verta vuotasuoo?"" -",Vuole,1894
skvr05218500,vuotasuoo,vuotaa,vuota,omorfi_contextual,NO,NO,NO,"""A k' se verta vuotasuoo?"" -",Vuole,1894
skvr05218500,mie,minä,minä,v16_lexicon_tier1,YES,NO,NO,"""Mie vaa voian voi-sulall'.""",Vuole,1894
skvr05218500,vaa,vaa,vaa,omorfi_contextual,YES,NO,NO,"""Mie vaa voian voi-sulall'.""",Vuole,1894
skvr05218500,voian,voitaa,voida,voikko_omorfi,NO,NO,NO,"""Mie vaa voian voi-sulall'.""",Vuole,1894
skvr05218500,voisulall,voisula,voisula,voikko_omorfi,YES,NO,NO,"""Mie vaa voian voi-sulall'.""",Vuole,1894
skvr05218500,mist,mistä,mikä,voikko_omorfi,NO,NO,NO,"15 ""Mist' se hiiri voita suaapi?"" -",Vuole,1894
skvr05218500,se,se,se,v16_lexicon_tier1,YES,NO,NO,"15 ""Mist' se hiiri voita suaapi?"" -",Vuole,1894
skvr05218500,hiiri,hiiri,hiiri,v16_lexicon_tier1,YES,NO,NO,"15 ""Mist' se hiiri voita suaapi?"" -",Vuole,1894
skvr05218500,voita,voita,voittaa,omorfi_contextual,NO,NO,NO,"15 ""Mist' se hiiri voita suaapi?"" -",Vuole,1894
skvr05218500,suaapi,saada,saada,voikko_omorfi,YES,NO,NO,"15 ""Mist' se hiiri voita suaapi?"" -",Vuole,1894
